Authority.Name,Fiscal.Year.End.Date,Cash.And.Cash.Equivalents,Investments,Receivables..Net,Other.Assets..Current.,Total.Current.Assets,Restricted.Cash.And.Investments,Long.Term.Receivables..Net,Other.Assets..Noncurrent.,Land.And.Other.Non.Depreciable.Property,Buildings.And.Equipment,Infrastructure,Accumulated.Depreciation,Net.Capital.Assets,Total.Noncurrent.Assets,Total.Assets,Accounts.Payable,Pension.Contribution.Payable..Current.,Other.Post.Employment.Benefits..Current.,Accrued.Liabilities,Deferred.Revenues,Bonds.And.Notes.Payable..Current.,Other.Long.Term.Obligations.Due.Within.One.Year,Total.Current.Liabilities,Pension.Contribution.Payable..Noncurrent.,Other.Post.Employment.Benefits..Noncurrent.,Bonds.And.Notes.Payable..Noncurrent.,Long.Term.Leases,Other.Long.Term.Obligations,Total.Noncurrent.Liabilities,Total.Liabilities,Invested.In.Capital.Assets..Net.Of.Related.Debt,Restricted.Net.Assets,Unrestricted.Net.Assets,Total.Net.Assets,Charges.For.Services,Rental.And.Financing.Income,Other.Operating.Revenues,Total.Operating.Revenue,Salaries.And.Wages,Other.Employee.Benefits,Professional.Services.Contracts,Supplies.And.Materials,Depreciation.And.Amortization,Other.Operating.Expenses,Total.Operating.Expenses,Operating.Income..Loss.,Investment.Earnings,State.Subsidies...Grants,Federal.Subsidies...Grants,Municipal.Subsidies...Grants,Public.Authority.Subsidies,Other.Non.operating.Revenues,Total.Non.Operating.Revenue,Interest.And.Other.Financing.Charges,Subsidies.To.Other.Public.Authorities,Grants.And.Donations,Other.Non.Operating.Expenses,Total.Non.Operating.Expenses,Income..Loss..Before.Contributions,Capital.Contributions,Change.in.net.assets,Net.Assets..Deficit..Beginning.Of.Year,Other.Net.Assets.Changes,Net.Assets..Deficit..At.End.Of.Year,,
Orange County Funding Corporation,9/30/2024,1368901.0,0.0,0.0,551834.0,1920735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920735.0,14236.0,0.0,0.0,0.0,0.0,0.0,0.0,14236.0,0.0,0.0,0.0,0.0,0.0,0.0,14236.0,0.0,0.0,1906499.0,1906499.0,2500.0,0.0,0.0,2500.0,0.0,0.0,14536.0,0.0,0.0,1958.0,16494.0,-13994.0,85082.0,0.0,0.0,0.0,0.0,0.0,85082.0,0.0,0.0,0.0,0.0,0.0,71088.0,0.0,71088.0,1835411.0,0.0,1906499.0,1920735.0,OK
Orleans County Local Development Corporation,9/30/2024,97237.0,0.0,19022.0,0.0,116259.0,0.0,11215.0,0.0,0.0,0.0,0.0,0.0,0.0,11215.0,127474.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0,506.0,0.0,126968.0,0.0,126968.0,0.0,0.0,3186.0,3186.0,0.0,0.0,23708.0,28.0,0.0,5762.0,29498.0,-26312.0,0.0,200000.0,0.0,0.0,0.0,0.0,200000.0,140.0,0.0,200226.0,0.0,200366.0,-26678.0,0.0,-26678.0,153646.0,0.0,126968.0,127474.0,OK
Orleans Land Restoration Corporation,9/30/2024,574775.0,0.0,110102.0,132839.0,817716.0,51500.0,113042.0,0.0,811421.0,0.0,0.0,0.0,811421.0,975963.0,1793679.0,182132.0,0.0,0.0,0.0,0.0,0.0,81685.0,263817.0,0.0,0.0,0.0,0.0,0.0,0.0,263817.0,0.0,0.0,1529862.0,1529862.0,0.0,0.0,196289.0,196289.0,0.0,0.0,70063.0,0.0,0.0,184925.0,254988.0,-58699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,0.0,0.0,0.0,967.0,-59666.0,0.0,-59666.0,1814528.0,-225000.0,1529862.0,1793679.0,OK
Oswego County Civic Facilities Corporation,9/30/2024,7802.0,0.0,500.0,0.0,8302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8302.0,0.0,0.0,0.0,11500.0,0.0,0.0,0.0,11500.0,0.0,0.0,0.0,0.0,0.0,0.0,11500.0,0.0,0.0,-3198.0,-3198.0,1000.0,0.0,0.0,1000.0,0.0,0.0,5250.0,0.0,0.0,0.0,5250.0,-4250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,-4273.0,0.0,-4273.0,1075.0,0.0,-3198.0,8302.0,OK
Oswego County Land Bank Corporation,9/30/2024,2004930.0,0.0,236287.0,0.0,2241217.0,0.0,0.0,925208.0,0.0,0.0,0.0,0.0,0.0,925208.0,3166425.0,159545.0,0.0,0.0,22048.0,0.0,0.0,0.0,181593.0,0.0,0.0,0.0,0.0,0.0,0.0,181593.0,0.0,0.0,2984832.0,2984832.0,0.0,0.0,466543.0,466543.0,0.0,0.0,0.0,0.0,0.0,1303756.0,1303756.0,-837213.0,6081.0,446788.0,0.0,0.0,0.0,0.0,452869.0,0.0,0.0,0.0,0.0,0.0,-384344.0,0.0,-384344.0,3369176.0,0.0,2984832.0,3166425.0,OK
Oswego Tobacco Asset Securitization Corporation,9/30/2024,1963598.0,0.0,1750000.0,0.0,3713598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3713598.0,0.0,0.0,0.0,59684.0,0.0,0.0,0.0,59684.0,0.0,0.0,22060976.0,0.0,0.0,22060976.0,22120660.0,0.0,3713031.0,-22120093.0,-18407062.0,0.0,0.0,1720633.0,1720633.0,0.0,0.0,33362.0,4728.0,0.0,29985.0,68075.0,1652558.0,113618.0,0.0,0.0,0.0,0.0,0.0,113618.0,843805.0,0.0,0.0,0.0,843805.0,922371.0,0.0,922371.0,-19329433.0,0.0,-18407062.0,3713598.0,OK
Peekskill Facilities Development Corporation,9/30/2024,119909.0,0.0,0.0,45090.0,164999.0,0.0,0.0,53821.0,0.0,0.0,0.0,0.0,0.0,53821.0,218820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53821.0,70000.0,94999.0,218820.0,0.0,0.0,0.0,0.0,0.0,0.0,3994.0,0.0,0.0,0.0,3994.0,-3994.0,0.0,0.0,45090.0,0.0,0.0,861.0,45951.0,0.0,0.0,0.0,0.0,0.0,41957.0,53821.0,95778.0,123042.0,0.0,218820.0,218820.0,OK
Putnam County Economic Development Corporation,9/30/2024,321692.0,58961.0,1500.0,0.0,382153.0,0.0,0.0,0.0,0.0,29733.0,0.0,29733.0,0.0,0.0,382153.0,844.0,0.0,0.0,10000.0,0.0,0.0,0.0,10844.0,0.0,0.0,0.0,0.0,0.0,0.0,10844.0,0.0,0.0,371309.0,371309.0,0.0,0.0,175050.0,175050.0,98996.0,7933.0,10000.0,0.0,0.0,27770.0,144699.0,30351.0,222.0,0.0,0.0,0.0,0.0,13580.0,13802.0,0.0,0.0,0.0,6770.0,6770.0,37383.0,0.0,37383.0,333926.0,0.0,371309.0,382153.0,OK
Putnam Tobacco Asset Securitization Corporation,9/30/2024,148468.0,0.0,1160000.0,8171.0,1316639.0,1214440.0,0.0,511715.0,0.0,0.0,0.0,0.0,0.0,1726155.0,3042794.0,0.0,0.0,0.0,63500.0,0.0,0.0,300000.0,363500.0,0.0,0.0,19568984.0,0.0,0.0,19568984.0,19932484.0,0.0,0.0,-16889690.0,-16889690.0,0.0,0.0,1126093.0,1126093.0,0.0,0.0,12998.0,0.0,0.0,43173.0,56171.0,1069922.0,80598.0,0.0,0.0,0.0,0.0,0.0,80598.0,1197695.0,0.0,0.0,0.0,1197695.0,-47175.0,0.0,-47175.0,-16842515.0,0.0,-16889690.0,3042794.0,OK
Ramapo Local Development Corporation,9/30/2024,451796.0,0.0,271505.0,2040585.0,2763886.0,0.0,975612.0,498519.0,8338047.0,22706350.0,0.0,0.0,31044397.0,32518528.0,35282414.0,0.0,0.0,0.0,1443262.0,0.0,828165.0,0.0,2271427.0,0.0,0.0,19907316.0,1114602.0,0.0,21021918.0,23293345.0,10807435.0,0.0,1181634.0,11989069.0,0.0,378760.0,0.0,378760.0,51388.0,6083.0,21876.0,210009.0,1200415.0,508126.0,1997897.0,-1619137.0,2360.0,0.0,0.0,2219590.0,0.0,0.0,2221950.0,860210.0,0.0,0.0,0.0,860210.0,-257397.0,0.0,-257397.0,12246466.0,0.0,11989069.0,35282414.0,OK
Rensselaer County Capital Resource Corporation,9/30/2024,22000.0,0.0,0.0,0.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22000.0,22000.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,8000.0,-8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8000.0,0.0,-8000.0,30000.0,0.0,22000.0,22000.0,OK
Rensselaer Tobacco Asset Securitization Corporation,9/30/2024,32629.0,0.0,2255891.0,0.0,2288520.0,2168758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2168758.0,4457278.0,0.0,0.0,0.0,117257.0,0.0,0.0,0.0,117257.0,0.0,0.0,32797265.0,0.0,7009048.0,39806313.0,39923570.0,0.0,4424649.0,-39890941.0,-35466292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50165.0,50165.0,-50165.0,138659.0,0.0,0.0,0.0,0.0,2159757.0,2298416.0,1492532.0,0.0,0.0,0.0,1492532.0,755719.0,0.0,755719.0,-36222011.0,0.0,-35466292.0,4457278.0,OK
Riverhead IDA Economic Job Development Corporation,9/30/2024,249.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,249.0,135875.0,0.0,0.0,135875.0,0.0,0.0,0.0,0.0,0.0,135900.0,135900.0,-25.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,-13.0,0.0,-13.0,262.0,0.0,249.0,249.0,OK
Rockland County Economic Assistance Corporation,9/30/2024,92620.0,0.0,0.0,0.0,92620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92620.0,5250.0,0.0,0.0,0.0,0.0,0.0,0.0,5250.0,0.0,0.0,0.0,0.0,0.0,0.0,5250.0,0.0,0.0,87370.0,87370.0,48750.0,0.0,0.0,48750.0,0.0,0.0,8039.0,0.0,0.0,62.0,8101.0,40649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40649.0,0.0,40649.0,46721.0,0.0,87370.0,92620.0,OK
Rockland Second Tobacco Asset Securitization Corporation,9/30/2024,119877.0,0.0,824834.0,0.0,944711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944711.0,944711.0,790865.0,0.0,0.0,790865.0,0.0,0.0,18750.0,0.0,0.0,13000.0,31750.0,759115.0,9282.0,0.0,0.0,0.0,0.0,0.0,9282.0,0.0,0.0,0.0,837821.0,837821.0,-69424.0,0.0,-69424.0,1014135.0,0.0,944711.0,944711.0,OK
Rockland Tobacco Asset Securitization Corporation,9/30/2024,4698149.0,0.0,3299334.0,31211.0,8028694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8028694.0,0.0,0.0,0.0,457814.0,0.0,0.0,100576842.0,101034656.0,0.0,0.0,0.0,0.0,0.0,0.0,101034656.0,0.0,0.0,-93005962.0,-93005962.0,3163460.0,0.0,0.0,3163460.0,0.0,0.0,57840.0,0.0,0.0,45687.0,103527.0,3059933.0,247226.0,0.0,0.0,0.0,0.0,837821.0,1085047.0,6465260.0,0.0,0.0,0.0,6465260.0,-2320280.0,0.0,-2320280.0,-90685682.0,0.0,-93005962.0,8028694.0,OK
Sackets Harbor Local Development Corporation,9/30/2024,370324.0,260015.0,1538.0,0.0,631877.0,0.0,0.0,0.0,133786.0,0.0,0.0,0.0,133786.0,133786.0,765663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133786.0,0.0,631877.0,765663.0,0.0,11131.0,0.0,11131.0,0.0,0.0,12175.0,78.0,938.0,0.0,13191.0,-2060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2060.0,0.0,-2060.0,767723.0,0.0,765663.0,765663.0,OK
Saratoga County Capital Resource Corporation,9/30/2024,121102.0,308512.0,0.0,0.0,429614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429614.0,429614.0,0.0,0.0,0.0,0.0,0.0,0.0,78430.0,0.0,0.0,6400.0,84830.0,-84830.0,9334.0,0.0,0.0,0.0,0.0,15490.0,24824.0,0.0,0.0,8500.0,0.0,8500.0,-68506.0,0.0,-68506.0,498120.0,0.0,429614.0,429614.0,OK
"Saratoga County Prosperity Partnership, Inc",9/30/2024,172519.0,0.0,0.0,0.0,172519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172519.0,172519.0,0.0,0.0,92932.0,92932.0,0.0,0.0,11315.0,0.0,0.0,100113.0,111428.0,-18496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18496.0,0.0,-18496.0,191015.0,0.0,172519.0,172519.0,OK
Schenectady County Capital Resource Corporation,9/30/2024,107828.0,0.0,0.0,0.0,107828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107828.0,107828.0,0.0,0.0,20.0,20.0,0.0,0.0,4300.0,0.0,0.0,0.0,4300.0,-4280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4280.0,0.0,-4280.0,112108.0,0.0,107828.0,107828.0,OK
Schuyler County Human Services Development Corporation,9/30/2024,46167.0,312995.0,328957.0,0.0,688119.0,12340.0,1150671.0,0.0,0.0,0.0,0.0,-2912191.0,2912191.0,4075202.0,4763321.0,17533.0,0.0,0.0,0.0,1479628.0,250000.0,70335.0,1817496.0,0.0,0.0,2380000.0,0.0,281062.0,2661062.0,4478558.0,-69206.0,325335.0,28634.0,284763.0,0.0,357075.0,3340.0,360415.0,0.0,0.0,6923.0,0.0,130277.0,3262.0,140462.0,219953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30594.0,0.0,0.0,0.0,30594.0,189359.0,0.0,189359.0,95404.0,0.0,284763.0,4763321.0,OK
Schuyler Tobacco Asset Securitization Corporation,9/30/2024,46150.0,315406.0,265000.0,0.0,626556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626556.0,0.0,0.0,0.0,5121.0,0.0,117352.0,0.0,122473.0,0.0,0.0,0.0,0.0,6029026.0,6029026.0,6151499.0,0.0,271458.0,-5796401.0,-5524943.0,0.0,0.0,289092.0,289092.0,0.0,0.0,24112.0,0.0,492799.0,38589.0,555500.0,-266408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-266408.0,0.0,-266408.0,-5258535.0,0.0,-5524943.0,626556.0,OK
Seneca County Economic Development Corporation,9/30/2024,132330.0,0.0,0.0,0.0,132330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132330.0,132330.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.0,0.0,0.0,10654.0,16039.0,-16039.0,56.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,-15983.0,0.0,-15983.0,148313.0,0.0,132330.0,132330.0,OK
Seneca Falls Development Corporation,9/30/2024,25408.0,0.0,0.0,10554.0,35962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35962.0,35962.0,2250.0,0.0,0.0,2250.0,0.0,0.0,63345.0,144.0,0.0,3848.0,67337.0,-65087.0,146.0,43650.0,0.0,68400.0,0.0,0.0,112196.0,0.0,0.0,0.0,50163.0,50163.0,-3054.0,0.0,-3054.0,37516.0,1500.0,35962.0,35962.0,OK
Seneca Tobacco Asset Securitization Corporation,9/30/2024,1161938.0,0.0,553072.0,0.0,1715010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1715010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12040224.0,0.0,0.0,12040224.0,12040224.0,0.0,1715010.0,-12040224.0,-10325214.0,0.0,0.0,537023.0,537023.0,0.0,0.0,0.0,0.0,0.0,838850.0,838850.0,-301827.0,31092.0,0.0,0.0,0.0,0.0,0.0,31092.0,0.0,0.0,0.0,0.0,0.0,-270735.0,0.0,-270735.0,-10054479.0,0.0,-10325214.0,1715010.0,OK
Sherburne Area Local Development Corporation,9/30/2024,149659.0,0.0,0.0,0.0,149659.0,0.0,0.0,0.0,789139.0,1150449.0,0.0,0.0,1939588.0,1939588.0,2089247.0,0.0,0.0,0.0,73795.0,0.0,0.0,0.0,73795.0,0.0,0.0,0.0,0.0,190531.0,190531.0,264326.0,1749057.0,0.0,75864.0,1824921.0,0.0,63000.0,0.0,63000.0,0.0,0.0,5800.0,0.0,42150.0,0.0,47950.0,15050.0,3697.0,0.0,0.0,0.0,0.0,0.0,3697.0,4649.0,0.0,0.0,0.0,4649.0,14098.0,0.0,14098.0,1810823.0,0.0,1824921.0,2089247.0,OK
"Southern Tier Network, Inc.",9/30/2024,1919144.0,6280279.0,864124.0,111872.0,9175419.0,0.0,0.0,1071611.0,0.0,0.0,22409233.0,5438125.0,16971108.0,18042719.0,27218138.0,516697.0,0.0,0.0,25795.0,3525629.0,0.0,0.0,4068121.0,0.0,0.0,0.0,0.0,13889509.0,13889509.0,17957630.0,0.0,0.0,9260508.0,9260508.0,1867081.0,0.0,128655.0,1995736.0,528732.0,79310.0,22330.0,871322.0,748455.0,585730.0,2835879.0,-840143.0,303868.0,450363.0,226929.0,139923.0,0.0,0.0,1121083.0,0.0,0.0,0.0,0.0,0.0,280940.0,0.0,280940.0,8979568.0,0.0,9260508.0,27218138.0,OK
Southold Local Development Corporation,9/30/2024,58566.0,102866.0,0.0,0.0,161432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161432.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,159632.0,159632.0,11613.0,0.0,0.0,11613.0,19200.0,0.0,1800.0,0.0,0.0,600.0,21600.0,-9987.0,3318.0,0.0,0.0,0.0,0.0,0.0,3318.0,0.0,0.0,0.0,0.0,0.0,-6669.0,0.0,-6669.0,166301.0,0.0,159632.0,161432.0,OK
St. Lawrence County Industrial Development Agency Civic Development Corporation,9/30/2024,40839.0,0.0,522578.0,0.0,563417.0,0.0,5416.0,0.0,0.0,0.0,0.0,0.0,0.0,5416.0,568833.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,568708.0,0.0,568708.0,0.0,0.0,0.0,0.0,0.0,0.0,23300.0,0.0,0.0,1648.0,24948.0,-24948.0,1073.0,0.0,0.0,0.0,0.0,0.0,1073.0,0.0,0.0,0.0,0.0,0.0,-23875.0,0.0,-23875.0,592583.0,0.0,568708.0,568833.0,OK
St. Lawrence County Industrial Development Agency Local Development Corporation,9/30/2024,9284603.0,2122660.0,65850.0,764666.0,12237779.0,0.0,3241433.0,0.0,0.0,284521.0,0.0,0.0,284521.0,3525954.0,15763733.0,24254.0,0.0,0.0,0.0,0.0,0.0,3300.0,27554.0,0.0,0.0,0.0,0.0,0.0,0.0,27554.0,0.0,15015415.0,720764.0,15736179.0,0.0,204773.0,0.0,204773.0,76036.0,12982.0,33930.0,5003.0,0.0,36314.0,164265.0,40508.0,136372.0,0.0,0.0,0.0,0.0,30000.0,166372.0,0.0,7200.0,89999.0,46307.0,143506.0,63374.0,0.0,63374.0,15672805.0,0.0,15736179.0,15763733.0,OK
St. Lawrence County Property Development Corporation,9/30/2024,67063.0,0.0,0.0,0.0,67063.0,100000.0,0.0,0.0,1195365.0,0.0,0.0,0.0,1195365.0,1295365.0,1362428.0,829.0,0.0,0.0,0.0,0.0,504577.0,0.0,505406.0,0.0,0.0,86269.0,0.0,0.0,86269.0,591675.0,770753.0,0.0,0.0,770753.0,0.0,0.0,0.0,0.0,0.0,0.0,6936.0,0.0,0.0,16993.0,23929.0,-23929.0,2902.0,0.0,0.0,0.0,0.0,0.0,2902.0,0.0,0.0,0.0,31650.0,31650.0,-52677.0,0.0,-52677.0,823430.0,0.0,770753.0,1362428.0,OK
Steuben Area Economic Development Corporation,9/30/2024,130442.0,99367.0,0.0,0.0,229809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229809.0,229809.0,0.0,0.0,787.0,787.0,0.0,0.0,0.0,0.0,0.0,8701.0,8701.0,-7914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7914.0,0.0,-7914.0,237723.0,0.0,229809.0,229809.0,OK
Steuben County Land Bank Corporation,9/30/2024,291895.0,0.0,127788.0,214832.0,634515.0,26038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26038.0,660553.0,45566.0,0.0,0.0,0.0,26038.0,0.0,0.0,71604.0,0.0,0.0,0.0,0.0,0.0,0.0,71604.0,0.0,0.0,588949.0,588949.0,0.0,0.0,620267.0,620267.0,0.0,0.0,0.0,0.0,0.0,475085.0,475085.0,145182.0,497.0,0.0,0.0,0.0,0.0,0.0,497.0,0.0,0.0,0.0,0.0,0.0,145679.0,0.0,145679.0,443270.0,0.0,588949.0,660553.0,OK
Steuben Tobacco Asset Securitization Corporation,9/30/2024,210422.0,0.0,1580453.0,0.0,1790875.0,1850926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850926.0,3641801.0,693.0,0.0,0.0,96375.0,0.0,0.0,0.0,97068.0,0.0,0.0,41531220.0,0.0,0.0,41531220.0,41628288.0,0.0,1850926.0,-39837413.0,-37986487.0,0.0,0.0,1628975.0,1628975.0,0.0,0.0,25092.0,0.0,0.0,2606347.0,2631439.0,-1002464.0,114986.0,0.0,0.0,0.0,0.0,0.0,114986.0,0.0,0.0,0.0,0.0,0.0,-887478.0,0.0,-887478.0,-37099009.0,0.0,-37986487.0,3641801.0,OK
Suffolk County Economic Development Corporation,9/30/2024,830551.0,0.0,7332.0,1500.0,839383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,839383.0,24620.0,0.0,0.0,0.0,0.0,0.0,19351.0,43971.0,0.0,0.0,0.0,0.0,0.0,0.0,43971.0,0.0,0.0,795412.0,795412.0,18200.0,0.0,5139.0,23339.0,0.0,0.0,41779.0,0.0,0.0,61638.0,103417.0,-80078.0,32619.0,0.0,0.0,0.0,0.0,0.0,32619.0,0.0,0.0,0.0,0.0,0.0,-47459.0,0.0,-47459.0,842871.0,0.0,795412.0,839383.0,OK
Suffolk Tobacco Asset Securitization Corporation,9/30/2024,396826.0,629888.0,18222597.0,25359.0,19274670.0,13433583.0,0.0,158458574.0,0.0,0.0,0.0,0.0,0.0,171892157.0,191166827.0,2500.0,0.0,0.0,2108851.0,0.0,5210000.0,0.0,7321351.0,0.0,0.0,287047084.0,0.0,0.0,287047084.0,294368435.0,0.0,0.0,-103201608.0,-103201608.0,0.0,0.0,19341845.0,19341845.0,0.0,0.0,127144.0,0.0,7010673.0,1500000.0,8637817.0,10704028.0,821030.0,0.0,0.0,0.0,0.0,0.0,821030.0,8788265.0,0.0,0.0,0.0,8788265.0,2736793.0,0.0,2736793.0,-105938401.0,0.0,-103201608.0,191166827.0,OK
Sullivan County Funding Corporation,9/30/2024,241836.0,0.0,46655.0,3348.0,291839.0,0.0,90240.0,0.0,0.0,0.0,0.0,0.0,0.0,90240.0,382079.0,4598.0,0.0,0.0,0.0,0.0,0.0,0.0,4598.0,0.0,0.0,0.0,0.0,0.0,0.0,4598.0,0.0,0.0,377481.0,377481.0,5000.0,0.0,4558.0,9558.0,0.0,0.0,52571.0,30.0,0.0,200000.0,252601.0,-243043.0,152.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,-242891.0,0.0,-242891.0,607872.0,12500.0,377481.0,382079.0,OK
Sullivan Tobacco Asset Securitization Corporation,9/30/2024,167754.0,79283.0,1183000.0,4285.0,1434322.0,1108933.0,0.0,169929.0,0.0,0.0,0.0,0.0,0.0,1278862.0,2713184.0,0.0,0.0,0.0,50127.0,0.0,325000.0,0.0,375127.0,0.0,0.0,14477777.0,0.0,0.0,14477777.0,14852904.0,0.0,0.0,-12139720.0,-12139720.0,0.0,0.0,1146319.0,1146319.0,0.0,0.0,30062.0,0.0,0.0,5142.0,35204.0,1111115.0,73032.0,0.0,0.0,0.0,0.0,0.0,73032.0,561896.0,0.0,0.0,0.0,561896.0,622251.0,0.0,622251.0,-12761971.0,0.0,-12139720.0,2713184.0,OK
Sunset Lake Local Development Corporation,9/30/2024,75831.0,0.0,0.0,0.0,75831.0,0.0,0.0,1664715.0,0.0,0.0,0.0,0.0,0.0,1664715.0,1740546.0,0.0,0.0,0.0,0.0,0.0,0.0,288991.0,288991.0,0.0,0.0,0.0,0.0,0.0,0.0,288991.0,0.0,0.0,1451555.0,1451555.0,0.0,0.0,445599.0,445599.0,0.0,0.0,15948.0,70415.0,443315.0,1219.0,530897.0,-85298.0,46.0,0.0,0.0,0.0,0.0,-37407.0,-37361.0,0.0,0.0,0.0,0.0,0.0,-122659.0,0.0,-122659.0,1574214.0,0.0,1451555.0,1740546.0,OK
The Greene Local Development Corporation,9/30/2024,7850.0,0.0,0.0,0.0,7850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7850.0,7850.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,0.0,0.0,0.0,1300.0,-1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1300.0,0.0,-1300.0,9150.0,0.0,7850.0,7850.0,OK
